API14,Well Name,Well Number,Lease Name,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Field,County/Parish,DI Basin,DI Play,DI Subplay,Formation at Total Depth,Target Formation,Producing Reservoir,Elevation,Elevation Type,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Producing Entity Count,Producing Entity ID,Producing Entity Type,Producing Entity Lease Number,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Gross Perforated Interval,Horizontal Length,DI Lateral Length,First Prod Date,Last Prod Date,Months Produced,Start Date (First Treatment Job),End Date (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,Peak BOE,Peak BOE Month No.,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Cum BOE,Cum Gas,Cum Oil,Cum Water,Cum GOR,Cum BCFGE,Cum MMCFGE,Latest Gas,Latest Oil,Latest Water,Latest GOR,2nd Month GOR,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 MMCFGE,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,Last 12 Gas,Last 12 Oil,Last 12 Water,AAPG Geologic Province,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Shallowest Perforation,Deepest Perforation,Gross Perforated Interval (Multiple Prod Entities),Oil Gatherer,Gas Gatherer,Oil Gravity,Gas Gravity,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84)
30015497900000,SALT DRAW 2 B2DM FEE,001H,SALT DRAW 2 B2DM FEE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,SAN LORENZO,EDDY (NM),DELAWARE,DELAWARE,,,,"BONE SPRING, NORTH",3002.00,KB EST,2979.00,13828.00,8319.00,OIL,ACTIVE,1,131056707,COM,333095,2022-12-21,2023-03-05,H,,,,5364.01,5114.01,2023-03-01,2023-04-01,2,2023-02-27,2023-03-05,,,,,,,,,,35398.33,2,50378.00,2,27002.00,2,212.3900,2,6.92,9.85,5.28,56199.00,80004.00,42865.00,136234.00,1866.42,0.3372,337.1940,50378.00,27002.00,67331.00,1865.71,1865.71,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,35,24S,28E,SWSW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,SENDERO CARLSBAD MIDSTREAM LLC,,,32.1672690,-104.0634330,32.1525483,-104.0644056
30015497650100,CROCUBOT FEDERAL 26,234H,CROCUBOT FEDERAL 26,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NOVO OIL & GAS,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,,3156.00,KB,3131.00,,,OIL,PERMITTED,,,,,2022-10-29,,H,,,,5915.17,5665.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,35,22S,28E,NENE,,,,,,,,,,,,32.3551670,-104.0524470,32.3712098,-104.0493378
30015497300000,HOT SHOTS 33 W0HE FEE,001H,HOT SHOTS 33 W0HE FEE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3141.00,KB,3113.00,14401.00,9011.10,GAS,ACTIVE,1,131053785,COM,333078,2022-10-10,2023-02-08,H,,,,6779.04,6529.04,2023-02-01,2023-04-01,3,2023-01-31,2023-02-08,,,,,,,,,,22641.00,2,36906.00,2,16490.00,2,135.8460,2,3.47,5.65,2.53,40998.84,66395.00,29933.00,169356.00,2218.12,0.2460,245.9930,27373.00,12475.00,63272.00,2194.23,2238.08,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,34,22S,27E,NESW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,SENDERO CARLSBAD MIDSTREAM LLC,79.000000,,32.3458880,-104.1808450,32.3504459,-104.2021282
30015497290000,ROCKHOUND 33 W0IL FEE,001H,ROCKHOUND 33 W0IL FEE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3141.00,KB,3113.00,14169.00,9011.10,GAS,ACTIVE,1,131053796,COM,333077,2022-10-27,2023-02-14,H,,,,6741.27,6491.27,2023-02-01,2023-04-01,3,2023-01-30,2023-02-14,,,,,,,,,,32532.67,2,50506.00,2,24115.00,2,195.1960,2,5.01,7.78,3.71,56831.84,88427.00,42094.00,184788.00,2100.70,0.3410,340.9910,36052.00,17126.00,69410.00,2105.10,2094.38,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,34,22S,27E,NESW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,SENDERO CARLSBAD MIDSTREAM LLC,79.000000,,32.3458060,-104.1808490,32.3468727,-104.2026401
30015497280000,ROCKHOUND 33 W0PM FEE,001H,ROCKHOUND 33 W0PM FEE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3141.00,KB,3113.00,14244.00,9021.10,GAS,ACTIVE,1,131053764,COM,333076,2022-11-12,2023-02-14,H,,,,6790.79,6540.79,2023-02-01,2023-04-01,3,2023-01-30,2023-02-14,,,,,,,,,,42626.83,2,63017.00,2,32124.00,2,255.7610,2,6.52,9.63,4.91,70232.00,105210.00,52697.00,168780.00,1996.51,0.4214,421.3920,38700.00,19316.00,55200.00,2003.52,1961.68,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,34,22S,27E,NESW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,SENDERO CARLSBAD MIDSTREAM LLC,79.000000,,32.3457240,-104.1808530,32.3432443,-104.2026453
30015497270000,HOT SHOTS 33 W0AD FEE,001H,HOT SHOTS 33 W0AD FEE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3141.00,KB,3113.00,14904.00,9011.10,GAS,ACTIVE,1,131053784,COM,333075,2022-09-25,2023-02-08,H,,,,7203.22,6953.22,2023-02-01,2023-04-01,3,2023-01-31,2023-02-08,,,,,,,,,,25476.00,2,42558.00,2,18383.00,2,152.8560,2,3.66,6.12,2.64,43768.83,73775.00,31473.00,173404.00,2344.07,0.2626,262.6130,29739.00,12296.00,60995.00,2418.59,2315.07,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,34,22S,27E,NESW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,SENDERO CARLSBAD MIDSTREAM LLC,79.000000,,32.3459710,-104.1808420,32.3540744,-104.2021229
30015497220000,YARDBIRDS 34 W0PA FEE,001H,YARDBIRDS 34 W0PA FEE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3046.00,KB,3018.00,14615.00,9621.00,GAS,ACTIVE,1,131052208,COM,333068,2022-09-21,2022-12-26,H,,,,5358.97,5108.97,2022-12-01,2023-04-01,5,2022-12-15,2022-12-26,,,,,,,,,,35090.50,2,54375.00,2,26028.00,2,210.5430,2,6.87,10.64,5.09,104793.17,165847.00,77152.00,246026.00,2149.61,0.6288,628.7590,33032.00,14115.00,39503.00,2340.21,2089.10,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,03,24S,28E,NENE,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,SENDERO CARLSBAD MIDSTREAM LLC,,,32.2536870,-104.0693780,32.2683159,-104.0673519
30015497210000,YARDBIRDS 34 W2PA FEE,002H,YARDBIRDS 34 W2PA FEE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3046.00,KB,3018.00,15570.00,10581.00,GAS,ACTIVE,1,131052186,COM,333067,2022-09-22,2022-12-25,H,,,,,4739.00,2022-12-01,2023-04-01,5,2022-12-15,2022-12-25,,,,,,,,,,18089.67,4,70282.00,4,6683.00,2,108.5380,4,3.82,14.83,1.41,65337.67,254230.00,22966.00,95185.00,11069.84,0.3920,392.0260,47510.00,3601.00,13580.00,13193.56,10128.39,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,34,24S,28E,NENE,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,SENDERO CARLSBAD MIDSTREAM LLC,,,32.1812084,-104.0689239,,
30015497200000,YARDBIRDS 34 W2PA FEE,001H,YARDBIRDS 34 W2PA FEE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3046.00,KB,3018.00,15520.00,10516.00,GAS,ACTIVE,1,131052191,COM,333067,2022-10-13,2022-12-25,H,,,,5369.93,5119.93,2022-12-01,2023-04-01,5,2022-12-15,2022-12-25,,,,,,,,,,17930.83,4,65951.00,4,6939.00,4,107.5850,4,3.50,12.88,1.36,62605.82,227039.00,24766.00,101776.00,9167.37,0.3756,375.6350,47546.00,4473.00,15833.00,10629.56,8255.92,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,03,24S,28E,NENE,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,SENDERO CARLSBAD MIDSTREAM LLC,,,32.2536870,-104.0693130,32.2683151,-104.0669960
30015496830100,HEADS CC 9 4 FEDERAL COM,036H,HEADS CC 9 4 FEDERAL COM,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,,WOLFCAMP (GAS),2951.00,KB,2926.00,20802.00,10057.49,GAS,ACTIVE,1,131049197,COM,328290,2022-07-04,2022-10-24,H,10576.00,20659.00,10083.00,11580.62,10083.00,2022-10-01,2023-04-01,7,,,4497.00,4055.00,7064.00,24.00,,2022-12-09,InitialPotentialTest,2022-12-09,InitialPotentialTest,75593.33,3,96932.00,3,59438.00,3,453.5600,3,7.50,9.61,5.89,277713.16,377119.00,214860.00,633012.00,1755.18,1.6663,1666.2790,38286.00,19798.00,69383.00,1933.83,1637.54,251534.17,338833.00,195062.00,563629.00,24.95,33.60,19.35,,,,,,,,,,,,PERMIAN BASIN,,NM,16,24S,29E,NWNE,,,,,,,,CENTURION PIPELINE L.P.,OXY USA INC,,,32.2220208,-103.9862242,32.2537221,-103.9828464
30015496710100,CATALINA 25 30 STATE COM,301H,CATALINA 25 30 STATE COM,"TASCOSA ENERGY PARTNERS, L.L.C","TASCOSA ENERGY PARTNERS, L.L.C","TASCOSA ENERGY PARTNERS, L.L.C",,AVALON,EDDY (NM),DELAWARE,DELAWARE,,,,,3355.00,KB EST,3332.00,17742.00,,OIL,ACTIVE,,,,,2022-09-01,,H,,,,874.57,624.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,25,20S,26E,SWNW,,,,,,,,,,,,32.5480250,-104.3454290,32.5503644,-104.3460814
30015496700100,CATALINA 25 30 STATE COM,202H,CATALINA 25 30 STATE COM,"TASCOSA ENERGY PARTNERS, L.L.C","TASCOSA ENERGY PARTNERS, L.L.C","TASCOSA ENERGY PARTNERS, L.L.C",,AVALON,EDDY (NM),DELAWARE,DELAWARE,,,,,3354.00,KB EST,3331.00,16523.00,,OIL,ACTIVE,,,,,2022-08-28,,H,,,,726.90,476.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,25,20S,26E,SWNW,,,,,,,,,,,,32.5479420,-104.3454310,32.5460214,-104.3460808
30015496380000,BOONDOCK 3 B2PA STATE COM,001H,BOONDOCK 3 B2PA STATE COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,SAN LORENZO,EDDY (NM),DELAWARE,DELAWARE,,,,"BONE SPRING, NORTH",3005.00,KB EST,2982.00,13259.00,8270.00,OIL,ACTIVE,1,131048825,COM,332937,2022-10-20,2023-02-10,H,,,,5136.10,4886.10,2023-02-01,2023-04-01,3,2023-01-22,2023-02-10,,,,,,,,,,33070.33,2,54139.00,3,25288.00,2,198.4220,2,6.77,11.08,5.18,66435.00,108294.00,48386.00,164584.00,2238.13,0.3986,398.6100,54139.00,18867.00,64841.00,2869.51,1846.49,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,03,25S,28E,SESE,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,TARGA MIDSTREAM SERVICES LLC,,,32.1525360,-104.0686130,32.1666479,-104.0681461
30015496370000,BOONDOCK 3 W2PA STATE COM,002H,BOONDOCK 3 W2PA STATE COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3005.00,KB EST,2982.00,15438.00,10510.00,GAS,ACTIVE,1,131048837,COM,332936,2022-08-22,2023-02-11,H,,,,4922.79,4672.79,2023-03-01,2023-04-01,2,2023-01-22,2023-02-11,,,,,,,,,,18461.50,1,59175.00,1,8599.00,1,110.7690,1,3.95,12.66,1.84,34247.00,107094.00,16398.00,60039.00,6530.92,0.2055,205.4820,47919.00,7799.00,24706.00,6144.25,6144.25,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,03,25S,28E,SESE,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,TARGA MIDSTREAM SERVICES LLC,,,32.1525360,-104.0688890,32.1660200,-104.0702162
30015496360000,BOONDOCK 3 W2PA STATE COM,001H,BOONDOCK 3 W2PA STATE COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3004.00,KB EST,2981.00,15438.00,10679.00,GAS,ACTIVE,1,131048848,COM,332936,2022-09-13,2023-02-11,H,,,,4923.60,4673.60,2023-03-01,2023-04-01,2,2023-01-22,2023-02-11,,,,,,,,,,15803.50,1,61035.00,1,5631.00,1,94.8210,1,3.38,13.06,1.20,29234.00,112308.00,10516.00,63021.00,10679.73,0.1754,175.4040,51273.00,4885.00,25877.00,10496.01,10496.01,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,03,25S,28E,SESE,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,TARGA MIDSTREAM SERVICES LLC,,,32.1525370,-104.0687600,32.1660139,-104.0673077
30015496350000,BOONDOCK 3 B2OB STATE COM,001H,BOONDOCK 3 B2OB STATE COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,SAN LORENZO,EDDY (NM),DELAWARE,DELAWARE,,,,"BONE SPRING, NORTH",3005.00,KB EST,2982.00,13358.00,8245.00,OIL,ACTIVE,1,131048846,COM,332933,2022-10-03,2023-02-11,H,,,,5247.94,4997.94,2023-02-01,2023-04-01,3,2023-01-22,2023-02-11,,,,,,,,,,31353.17,2,42031.00,2,24348.00,2,188.1190,2,6.27,8.41,4.87,61029.17,87151.00,46504.00,176692.00,1874.05,0.3662,366.1750,36011.00,16623.00,60625.00,2166.34,1726.26,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,03,25S,28E,SESE,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,TARGA MIDSTREAM SERVICES LLC,,,32.1525350,-104.0689540,32.1666568,-104.0724120
30015496340000,BOONDOCK 3 W2OB STATE COM,001H,BOONDOCK 3 W2OB STATE COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3005.00,KB EST,2982.00,15543.00,10660.00,GAS,ACTIVE,1,131048829,COM,332932,2022-08-03,2023-02-11,H,,,,4963.32,4713.32,2023-02-01,2023-04-01,3,2023-01-22,2023-02-11,,,,,,,,,,20562.50,2,73257.00,2,8353.00,2,123.3750,2,4.36,15.54,1.77,35575.16,124783.00,14778.00,62052.00,8443.84,0.2135,213.4510,50927.00,6378.00,23045.00,7984.79,8770.14,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,03,25S,28E,SESE,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,TARGA MIDSTREAM SERVICES LLC,,,32.1529692,-104.0684758,32.1660260,-104.0731248
30015496010000,TONY LA RUSSA 0310 STATE COM,226H,TONY LA RUSSA 0310 STATE COM,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3203.00,KB EST,3180.00,20152.00,9707.50,GAS,ACTIVE,1,131044815,COM,332813,2022-07-13,2022-11-02,H,,,,10118.68,9868.68,2022-11-01,2023-04-01,6,2022-10-22,2022-11-02,,,,,,,,,,38713.33,2,123494.00,2,18131.00,2,232.2800,2,3.92,12.51,1.84,136261.66,440926.00,62774.00,405567.00,7024.02,0.8176,817.5700,80566.00,10791.00,58451.00,7466.04,6811.21,136261.67,440926.00,62774.00,405567.00,13.81,44.68,6.36,,,,,,,,,,,,PERMIAN BASIN,,NM,03,24S,27E,NWNW,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,,,32.2532840,-104.1827560,32.2255429,-104.1804100
30015495950100,ROADRUNNER FEDERAL COM 23 PML,006H,ROADRUNNER FEDERAL COM 23 PML,STRATA PROD,STRATA PRODUCTION,STRATA PRODUCTION CO,,FORTY NINER RIDGE,EDDY (NM),DELAWARE,DELAWARE,,,,DELAWARE,3304.00,KB,3279.00,12199.00,,OIL,ACTIVE,1,131044809,COM,332908,2022-11-30,2023-01-01,H,,,,570.54,320.54,2023-01-01,2023-05-01,5,,,,,,,,,,,,20932.50,2,20063.00,4,17718.00,2,125.5950,2,65.30,62.59,55.28,59613.67,65932.00,48625.00,288675.00,1355.93,0.3577,357.6820,11389.00,6057.00,61491.00,1880.30,1088.55,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,23,23S,30E,SESE,,,,,,,,HEART RIVER LOGISTICS LLC,ENTERPRISE FIELD SERVICES L.L.C.,,,32.2855670,-103.8446740,32.2863255,-103.8430582
30015495940100,ROADRUNNER FEDERAL COM 23 ILL,005H,ROADRUNNER FEDERAL COM 23 ILL,STRATA PROD,STRATA PRODUCTION,STRATA PRODUCTION CO,,FORTY NINER RIDGE,EDDY (NM),DELAWARE,DELAWARE,,,,DELAWARE,3293.00,KB,3268.00,12401.11,7667.00,OIL,ACTIVE,1,131044833,COM,332907,2022-07-30,2022-10-01,H,,,,4940.10,4690.10,2022-10-01,2023-05-01,8,,,,,,,,,,,,27294.17,2,30927.00,6,23376.00,2,163.7650,2,5.82,6.59,4.98,125588.17,177217.00,96052.00,596902.00,1845.01,0.7535,753.5290,11542.00,5661.00,63220.00,2038.86,1005.69,106689.17,142483.00,82942.00,466462.00,22.75,30.38,17.68,,,,,,,,,,,,PERMIAN BASIN,,NM,23,23S,30E,NESE,,,,,,,,HEART RIVER LOGISTICS LLC,ENTERPRISE FIELD SERVICES L.L.C.,,,32.2886440,-103.8440370,32.2895523,-103.8599865
30015495920100,ROCK SPUR 27 W2DM FEDERAL COM,001H,ROCK SPUR 27 W2DM FEDERAL COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3033.00,KB EST,3010.00,15380.00,,GAS,ACTIVE,1,131044818,COM,332688,2022-08-10,2022-10-24,H,,,,4343.58,4093.58,2022-10-01,2023-04-01,7,2022-10-16,2022-10-24,,,,,,,,,,28539.00,2,106614.00,2,10770.00,2,171.2340,2,6.97,26.04,2.63,119220.15,444583.00,45123.00,150671.00,9852.69,0.7153,715.3210,47094.00,4606.00,14481.00,10224.49,9899.16,106765.17,397489.00,40517.00,136190.00,26.08,97.10,9.90,,,,,,,,,,,,PERMIAN BASIN,,NM,27,24S,28E,NWNW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,SENDERO CARLSBAD MIDSTREAM LLC,,,32.1945010,-104.0805580,32.1826554,-104.0823112
30015495910100,FORTY NINER RIDGE UNIT FEDERAL COM 22 23,015H,FORTY NINER RIDGE UNIT FEDERAL COM 22 23,STRATA PROD,STRATA PRODUCTION,STRATA PRODUCTION CO,,FORTY NINER RIDGE,EDDY (NM),DELAWARE,DELAWARE,,,,DELAWARE,3245.00,KB,3220.00,13372.00,,OIL,ACTIVE,1,131044808,COM,332904,2022-10-01,2022-12-01,H,,,,6190.31,5940.31,2022-12-01,2023-05-01,6,,,,,,,,,,,,24032.00,2,32110.00,5,20446.00,2,144.1920,2,4.05,5.41,3.44,99656.67,133600.00,77390.00,387861.00,1726.32,0.5979,597.9400,19921.00,7173.00,49056.00,2777.22,1052.33,99656.67,133600.00,77390.00,387861.00,16.78,22.49,13.03,,,,,,,,,,,,PERMIAN BASIN,,NM,22,23S,30E,NESE,,,,,,,,HEART RIVER LOGISTICS LLC,ENTERPRISE FIELD SERVICES L.L.C.,,,32.2889730,-103.8630550,32.2881396,-103.8430484
30015495900100,AIR BOSS 13 14 W0PM FEDERAL COM,001H,AIR BOSS 13 14 W0PM FEDERAL COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3249.00,KB EST,3226.00,19012.50,8884.00,GAS,ACTIVE,1,131044317,COM,332898,2022-08-16,2022-11-07,H,,,,10160.43,9910.43,2022-11-01,2023-04-01,6,2002-10-18,2022-11-07,,,,,,,,,,25786.83,2,47637.00,6,20073.00,2,154.7210,2,2.60,4.81,2.03,117466.33,192992.00,85301.00,536551.00,2262.48,0.7048,704.7980,47637.00,13431.00,66558.00,3546.79,1707.92,117466.33,192992.00,85301.00,536551.00,11.85,19.47,8.61,,,,,,,,,,,,PERMIAN BASIN,,NM,13,23S,26E,NESE,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,ENTERPRISE FIELD SERVICES L.L.C.,,,32.3011210,-104.2384400,32.2986037,-104.2711874
30015495890100,AIR BOSS 13 14 W0IL FEDERAL COM,001H,AIR BOSS 13 14 W0IL FEDERAL COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3250.00,KB EST,3227.00,18972.60,8885.00,GAS,ACTIVE,1,131044263,COM,332897,2022-07-28,2022-11-07,H,,,,10128.40,9878.40,2022-11-01,2023-04-01,6,2002-10-18,2022-11-07,,,,,,,,,,34931.33,2,56690.00,2,25483.00,2,209.5880,2,3.54,5.74,2.58,150731.00,258156.00,107705.00,586495.00,2396.88,0.9044,904.3860,42639.00,15024.00,70728.00,2838.06,2224.62,150731.00,258156.00,107705.00,586495.00,15.26,26.13,10.90,,,,,,,,,,,,PERMIAN BASIN,,NM,13,23S,26E,NESE,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,ENTERPRISE FIELD SERVICES L.L.C.,,,32.3012030,-104.2384390,32.3023958,-104.2711872
30015495880100,AIR BOSS 13 14 W0HE FEDERAL COM,001H,AIR BOSS 13 14 W0HE FEDERAL COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3250.00,KB EST,3227.00,19189.20,8885.00,GAS,ACTIVE,1,131044262,COM,332896,2022-07-05,2022-11-07,H,,,,10280.25,10030.25,2022-11-01,2023-04-01,6,2002-10-18,2022-11-07,,,,,,,,,,37071.67,2,70802.00,5,27139.00,2,222.4300,2,3.70,7.06,2.71,164125.17,312589.00,112027.00,599940.00,2790.30,0.9848,984.7510,58252.00,16154.00,79396.00,3606.04,2195.95,164125.17,312589.00,112027.00,599940.00,16.36,31.16,11.17,,,,,,,,,,,,PERMIAN BASIN,,NM,13,23S,26E,NESE,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,ENTERPRISE FIELD SERVICES L.L.C.,,,32.3012850,-104.2384390,32.3062714,-104.2711873
30015495640000,CHILE VERDE 23 24 W0EH FEDERAL COM,001H,CHILE VERDE 23 24 W0EH FEDERAL COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,LONE TREE DRAW,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP,3267.00,KB EST,3244.00,19568.00,9316.00,OIL,ACTIVE,1,131039826,COM,332878,2022-06-21,2022-09-01,H,,,,10434.23,10184.23,2022-09-01,2023-04-01,8,,,,,,,,,,,,43265.50,3,86157.00,8,31050.00,3,259.5930,3,4.25,8.46,3.05,264031.99,534522.00,174945.00,370712.00,3055.37,1.5842,1584.1920,86157.00,18890.00,45081.00,4560.98,2240.32,199057.67,374470.00,136646.00,287401.00,19.55,36.77,13.42,,,,,,,,,,,,PERMIAN BASIN,,NM,23,21S,27E,NWNW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,ENTERPRISE FIELD SERVICES L.L.C.,,,32.4697610,-104.1677950,32.4731569,-104.1342018
30015495200000,TONY LA RUSSA 0310 STATE COM,225H,TONY LA RUSSA 0310 STATE COM,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3203.00,KB EST,3180.00,20103.00,9707.50,GAS,ACTIVE,1,131032356,COM,332813,2022-07-15,2022-11-02,H,,,,143.94,10145.50,2022-11-01,2023-04-01,6,2022-10-21,2022-11-02,,,,,,,,,,39722.83,2,120341.00,2,19666.00,2,238.3370,2,3.92,11.86,1.94,127111.66,408304.00,59061.00,379516.00,6913.26,0.7627,762.6700,80483.00,9516.00,54883.00,8457.65,6119.24,127111.67,408304.00,59061.00,379516.00,12.53,40.24,5.82,,,,,,,,,,,,PERMIAN BASIN,,NM,03,24S,27E,NWNW,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,,,32.2533660,-104.1827570,32.2537238,-104.1825583
